pokemon_item,set,ungraded,grade_nine,grade_ten,date(D/M/Y)
Golbat #28,pokemon-japanese-plasma-gale,2.74,N/A,N/A,06/07/2024
Koffing #30,pokemon-japanese-plasma-gale,2.58,N/A,N/A,06/07/2024
Weezing #31,pokemon-japanese-plasma-gale,4.26,N/A,50.00,06/07/2024
Ralts #32,pokemon-japanese-plasma-gale,2.69,N/A,N/A,06/07/2024
Gallade #34,pokemon-japanese-plasma-gale,3.91,N/A,29.94,06/07/2024
Trubbish #36,pokemon-japanese-plasma-gale,0.50,N/A,N/A,06/07/2024
Garbodor #37,pokemon-japanese-plasma-gale,2.15,N/A,N/A,06/07/2024
Elgyem #38,pokemon-japanese-plasma-gale,0.50,N/A,N/A,06/07/2024
Cherubi #4,pokemon-japanese-plasma-gale,2.86,N/A,N/A,06/07/2024
Purrloin #44,pokemon-japanese-plasma-gale,0.50,N/A,N/A,06/07/2024
Liepard #45,pokemon-japanese-plasma-gale,2.36,N/A,N/A,06/07/2024
Scraggy #46,pokemon-japanese-plasma-gale,0.50,N/A,N/A,06/07/2024
Durant #48,pokemon-japanese-plasma-gale,2.36,N/A,N/A,06/07/2024
Cherrim #5,pokemon-japanese-plasma-gale,2.36,N/A,N/A,06/07/2024
Druddigon #50,pokemon-japanese-plasma-gale,2.58,N/A,N/A,06/07/2024
Clefable #52,pokemon-japanese-plasma-gale,2.99,N/A,N/A,06/07/2024
Doduo #53,pokemon-japanese-plasma-gale,2.02,N/A,N/A,06/07/2024
Togetic #57,pokemon-japanese-plasma-gale,2.24,19.44,48.78,06/07/2024
Maractus #6,pokemon-japanese-plasma-gale,0.50,N/A,N/A,06/07/2024
Patrat #60,pokemon-japanese-plasma-gale,2.02,N/A,N/A,06/07/2024
Watchog #61,pokemon-japanese-plasma-gale,2.36,N/A,N/A,06/07/2024
Colress Machine #62,pokemon-japanese-plasma-gale,2.58,N/A,N/A,06/07/2024
Team Plasma Grunt #65,pokemon-japanese-plasma-gale,2.58,N/A,N/A,06/07/2024
Foongus #7,pokemon-japanese-plasma-gale,0.50,N/A,N/A,06/07/2024
Victory Piece #70,pokemon-japanese-plasma-gale,5.00,N/A,71.60,06/07/2024
Amoonguss #8,pokemon-japanese-plasma-gale,1.27,N/A,N/A,06/07/2024
Magnemite #23,pokemon-japanese-plasma-gale,1.43,N/A,N/A,06/07/2024
Magneton #24,pokemon-japanese-plasma-gale,2.47,N/A,N/A,06/07/2024
Torterra #3,pokemon-japanese-plasma-gale,4.25,35.00,N/A,06/07/2024
Scrafty #47,pokemon-japanese-plasma-gale,2.44,N/A,N/A,06/07/2024
Togepi #56,pokemon-japanese-plasma-gale,2.74,11.64,57.20,06/07/2024
Beartic #22,pokemon-japanese-plasma-gale,0.50,N/A,N/A,06/07/2024
Plasma Frigate #66,pokemon-japanese-plasma-gale,N/A,N/A,N/A,06/07/2024
Random Receiver #79,pokemon-japanese-plasma-gale,N/A,N/A,N/A,06/07/2024
Mewtwo EX [1st Edition] #28,pokemon-japanese-psycho-drive,4.22,21.00,59.99,06/07/2024
Mewtwo EX #28,pokemon-japanese-psycho-drive,3.41,1.21,44.49,06/07/2024
Kyogre EX [1st Edition] #54,pokemon-japanese-psycho-drive,31.80,136.76,432.80,06/07/2024
Mewtwo EX #55,pokemon-japanese-psycho-drive,17.41,170.00,462.84,06/07/2024
Articuno #14,pokemon-japanese-psycho-drive,2.71,35.00,59.66,06/07/2024
Mewtwo EX [1st Edition] #55,pokemon-japanese-psycho-drive,21.52,262.87,370.96,06/07/2024
Kyogre EX #15,pokemon-japanese-psycho-drive,5.66,48.73,N/A,06/07/2024
Kyogre EX [1st Edition] #15,pokemon-japanese-psycho-drive,3.97,23.55,53.99,06/07/2024
Shaymin EX #5,pokemon-japanese-psycho-drive,3.63,21.50,63.27,06/07/2024
Kyogre EX #54,pokemon-japanese-psycho-drive,32.80,110.00,610.60,06/07/2024
Moltres #9,pokemon-japanese-psycho-drive,4.10,27.34,45.57,06/07/2024
Zoroark #56,pokemon-japanese-psycho-drive,47.19,131.29,508.03,06/07/2024
Luxray [1st Edition] #23,pokemon-japanese-psycho-drive,1.92,21.87,44.99,06/07/2024
Articuno [1st Edition] #14,pokemon-japanese-psycho-drive,2.96,32.00,55.80,06/07/2024
Luxray #23,pokemon-japanese-psycho-drive,6.18,N/A,16.88,06/07/2024
Meowth #45,pokemon-japanese-psycho-drive,3.37,N/A,80.00,06/07/2024
Hydreigon #57,pokemon-japanese-psycho-drive,25.68,190.00,550.00,06/07/2024
Cinccino [1st Edition] #48,pokemon-japanese-psycho-drive,2.83,9.29,26.00,06/07/2024
Moltres [1st Edition] #9,pokemon-japanese-psycho-drive,2.13,20.65,27.00,06/07/2024
Reuniclus #33,pokemon-japanese-psycho-drive,2.65,N/A,N/A,06/07/2024
Persian #46,pokemon-japanese-psycho-drive,3.27,N/A,N/A,06/07/2024
Pinsir #1,pokemon-japanese-psycho-drive,2.24,N/A,N/A,06/07/2024
Pansear #10,pokemon-japanese-psycho-drive,1.92,N/A,N/A,06/07/2024
Simisear #11,pokemon-japanese-psycho-drive,2.99,N/A,N/A,06/07/2024
Staryu #12,pokemon-japanese-psycho-drive,1.92,N/A,N/A,06/07/2024
Starmie #13,pokemon-japanese-psycho-drive,2.45,15.19,23.15,06/07/2024
Panpour #16,pokemon-japanese-psycho-drive,1.92,N/A,N/A,06/07/2024
Simipour #17,pokemon-japanese-psycho-drive,2.24,N/A,N/A,06/07/2024
Seedot #2,pokemon-japanese-psycho-drive,0.50,N/A,N/A,06/07/2024
Jellicent [1st Edition] #20,pokemon-japanese-psycho-drive,2.34,N/A,N/A,06/07/2024
Shinx #21,pokemon-japanese-psycho-drive,1.97,N/A,21.55,06/07/2024
Zebstrika #25,pokemon-japanese-psycho-drive,2.99,N/A,N/A,06/07/2024
Munna #29,pokemon-japanese-psycho-drive,1.92,N/A,N/A,06/07/2024
Musharna #30,pokemon-japanese-psycho-drive,2.60,N/A,N/A,06/07/2024
Solosis #31,pokemon-japanese-psycho-drive,0.50,N/A,N/A,06/07/2024
Duosion [1st Edition] #32,pokemon-japanese-psycho-drive,2.74,N/A,N/A,06/07/2024
Gurdurr #35,pokemon-japanese-psycho-drive,2.24,N/A,N/A,06/07/2024
Mienfoo #37,pokemon-japanese-psycho-drive,0.50,N/A,N/A,06/07/2024
Nuzleaf #39,pokemon-japanese-psycho-drive,2.45,N/A,N/A,06/07/2024
Shiftry #40,pokemon-japanese-psycho-drive,2.24,N/A,N/A,06/07/2024
Scraggy #41,pokemon-japanese-psycho-drive,0.50,N/A,N/A,06/07/2024
Scrafty #42,pokemon-japanese-psycho-drive,2.80,27.95,36.25,06/07/2024
Ferroseed #43,pokemon-japanese-psycho-drive,0.50,N/A,N/A,06/07/2024
Ferrothorn #44,pokemon-japanese-psycho-drive,2.99,N/A,N/A,06/07/2024
Minccino #47,pokemon-japanese-psycho-drive,2.45,N/A,79.99,06/07/2024
Minccino [1st Edition] #47,pokemon-japanese-psycho-drive,2.13,N/A,N/A,06/07/2024
Sewaddle #6,pokemon-japanese-psycho-drive,2.45,N/A,N/A,06/07/2024
Swadloon #7,pokemon-japanese-psycho-drive,2.74,N/A,N/A,06/07/2024
Basculin [1st Edition] #18,pokemon-japanese-psycho-drive,1.84,N/A,N/A,06/07/2024
Jellicent #20,pokemon-japanese-psycho-drive,1.99,N/A,N/A,06/07/2024
Blitzle [1st Edition] #24,pokemon-japanese-psycho-drive,1.92,N/A,N/A,06/07/2024
Muk #27,pokemon-japanese-psycho-drive,1.91,N/A,N/A,06/07/2024
Kricketot [1st Edition] #3,pokemon-japanese-psycho-drive,1.92,N/A,N/A,06/07/2024
Conkeldurr #36,pokemon-japanese-psycho-drive,1.40,N/A,38.34,06/07/2024
Conkeldurr [1st Edition] #36,pokemon-japanese-psycho-drive,1.89,N/A,N/A,06/07/2024
Cinccino #48,pokemon-japanese-psycho-drive,5.63,N/A,27.00,06/07/2024
Shaymin EX #53,pokemon-japanese-psycho-drive,13.02,63.00,152.50,06/07/2024
Leavanny #8,pokemon-japanese-psycho-drive,1.76,N/A,N/A,06/07/2024
Leavanny [1st Edition] #8,pokemon-japanese-psycho-drive,1.39,N/A,N/A,06/07/2024
Basculin #18,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Frillish #19,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Frillish [1st Edition] #19,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Luxio #22,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Luxio [1st Edition] #22,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Blitzle #24,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Grimer #26,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Grimer [1st Edition] #26,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Kricketot #3,pokemon-japanese-psycho-drive,0.50,N/A,N/A,06/07/2024
Duosion #32,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Timburr #34,pokemon-japanese-psycho-drive,0.99,N/A,N/A,06/07/2024
Gurdurr [1st Edition] #35,pokemon-japanese-psycho-drive,0.64,N/A,N/A,06/07/2024
Mienfoo [1st Edition] #37,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Mienshao #38,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Mienshao [1st Edition] #38,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Kricketune #4,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Kricketune [1st Edition] #4,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Ferroseed [1st Edition] #43,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Ferrothorn [1st Edition] #44,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Meowth [1st Edition] #45,pokemon-japanese-psycho-drive,N/A,11.50,N/A,06/07/2024
Level Ball #49,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Level Ball [1st Edition] #49,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Exp. Share #50,pokemon-japanese-psycho-drive,0.50,N/A,N/A,06/07/2024
Exp. Share [1st Edition] #50,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Skyarrow Bridge #51,pokemon-japanese-psycho-drive,0.50,N/A,N/A,06/07/2024
Prism Energy #52,pokemon-japanese-psycho-drive,N/A,N/A,N/A,06/07/2024
Hydreigon [1st Edition] #57,pokemon-japanese-psycho-drive,N/A,155.00,412.02,06/07/2024
Gengar EX [1st Edition] #33,pokemon-japanese-phantom-gate,9.95,46.23,98.65,06/07/2024
Mega Gengar EX #34,pokemon-japanese-phantom-gate,20.06,80.75,198.99,06/07/2024
Mega Manectric EX [1st Edition] #96,pokemon-japanese-phantom-gate,30.00,N/A,N/A,06/07/2024
Mega Manectric EX [1st Edition] #24,pokemon-japanese-phantom-gate,1.15,N/A,N/A,06/07/2024
Gengar EX [1st Edition] #90,pokemon-japanese-phantom-gate,148.37,430.00,157.53,06/07/2024
Gengar EX #90,pokemon-japanese-phantom-gate,107.00,483.75,372.00,06/07/2024
Gengar EX #33,pokemon-japanese-phantom-gate,11.50,43.03,99.16,06/07/2024
Mega Gengar EX [1st Edition] #34,pokemon-japanese-phantom-gate,30.00,91.86,157.66,06/07/2024
Mega Gengar EX #97,pokemon-japanese-phantom-gate,140.00,N/A,650.00,06/07/2024
Mega Gengar EX [1st Edition] #97,pokemon-japanese-phantom-gate,N/A,N/A,348.08,06/07/2024
Mega Manectric EX #24,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Feraligatr #17,pokemon-japanese-phantom-gate,5.90,N/A,86.91,06/07/2024
Malamar EX [1st Edition] #57,pokemon-japanese-phantom-gate,2.24,N/A,N/A,06/07/2024
Florges EX [1st Edition] #60,pokemon-japanese-phantom-gate,1.09,N/A,40.17,06/07/2024
Manectric EX [1st Edition] #23,pokemon-japanese-phantom-gate,5.82,N/A,20.55,06/07/2024
Regigigas [1st Edition] #74,pokemon-japanese-phantom-gate,N/A,N/A,40.00,06/07/2024
Booster Box,pokemon-japanese-phantom-gate,225.00,N/A,N/A,06/07/2024
Deino [1st Edition] #63,pokemon-japanese-phantom-gate,6.70,N/A,N/A,06/07/2024
Jamming Net #82,pokemon-japanese-phantom-gate,4.89,N/A,N/A,06/07/2024
Manectric EX #89,pokemon-japanese-phantom-gate,41.23,N/A,152.50,06/07/2024
Manectric EX [1st Edition] #89,pokemon-japanese-phantom-gate,33.99,25.00,135.85,06/07/2024
Florges EX #92,pokemon-japanese-phantom-gate,11.45,N/A,106.20,06/07/2024
AZ #93,pokemon-japanese-phantom-gate,35.00,N/A,N/A,06/07/2024
Xerosic #94,pokemon-japanese-phantom-gate,50.97,N/A,152.50,06/07/2024
Xerosic [1st Edition] #94,pokemon-japanese-phantom-gate,8.50,20.00,N/A,06/07/2024
Mega Manectric EX #96,pokemon-japanese-phantom-gate,39.99,N/A,N/A,06/07/2024
Swalot [1st Edition] #37,pokemon-japanese-phantom-gate,4.99,N/A,N/A,06/07/2024
Kingler #14,pokemon-japanese-phantom-gate,3.37,N/A,N/A,06/07/2024
Gigalith [1st Edition] #49,pokemon-japanese-phantom-gate,3.99,N/A,N/A,06/07/2024
Spiritomb [1st Edition] #54,pokemon-japanese-phantom-gate,2.09,N/A,N/A,06/07/2024
Malamar EX #57,pokemon-japanese-phantom-gate,2.00,N/A,N/A,06/07/2024
Head Ringer [1st Edition] #83,pokemon-japanese-phantom-gate,6.60,19.99,N/A,06/07/2024
Pyroar [1st Edition] #12,pokemon-japanese-phantom-gate,2.18,17.69,77.50,06/07/2024
Totodile #15,pokemon-japanese-phantom-gate,2.59,N/A,N/A,06/07/2024
Finneon [1st Edition] #18,pokemon-japanese-phantom-gate,2.50,N/A,N/A,06/07/2024
Golbat [1st Edition] #31,pokemon-japanese-phantom-gate,2.50,N/A,N/A,06/07/2024
Chandelure [1st Edition] #42,pokemon-japanese-phantom-gate,2.41,N/A,52.50,06/07/2024
Gourgeist [1st Edition] #44,pokemon-japanese-phantom-gate,2.17,3.25,N/A,06/07/2024
Boldore [1st Edition] #48,pokemon-japanese-phantom-gate,2.50,N/A,N/A,06/07/2024
Gigalith #49,pokemon-japanese-phantom-gate,2.00,N/A,N/A,06/07/2024
Honchkrow [1st Edition] #51,pokemon-japanese-phantom-gate,2.50,N/A,N/A,06/07/2024
Hydreigon #65,pokemon-japanese-phantom-gate,2.54,N/A,28.00,06/07/2024
Fearow #67,pokemon-japanese-phantom-gate,2.48,N/A,N/A,06/07/2024
Regigigas #74,pokemon-japanese-phantom-gate,2.00,N/A,N/A,06/07/2024
Bunnelby [1st Edition] #75,pokemon-japanese-phantom-gate,2.50,N/A,N/A,06/07/2024
Fletchling [1st Edition] #77,pokemon-japanese-phantom-gate,2.50,N/A,N/A,06/07/2024
Jamming Net [1st Edition] #82,pokemon-japanese-phantom-gate,3.86,N/A,49.99,06/07/2024
Fletchinder [1st Edition] #9,pokemon-japanese-phantom-gate,2.50,N/A,N/A,06/07/2024
Pyroar #12,pokemon-japanese-phantom-gate,2.76,N/A,N/A,06/07/2024
Croconaw #16,pokemon-japanese-phantom-gate,1.46,N/A,N/A,06/07/2024
Croconaw [1st Edition] #16,pokemon-japanese-phantom-gate,1.59,N/A,N/A,06/07/2024
Venomoth [1st Edition] #2,pokemon-japanese-phantom-gate,1.45,N/A,N/A,06/07/2024
Manectric EX #23,pokemon-japanese-phantom-gate,7.15,N/A,36.05,06/07/2024
Joltik [1st Edition] #26,pokemon-japanese-phantom-gate,1.24,N/A,N/A,06/07/2024
Helioptile [1st Edition] #28,pokemon-japanese-phantom-gate,1.42,N/A,N/A,06/07/2024
Heliolisk #29,pokemon-japanese-phantom-gate,1.89,N/A,N/A,06/07/2024
Heliolisk [1st Edition] #29,pokemon-japanese-phantom-gate,1.81,N/A,N/A,06/07/2024
Zubat [1st Edition] #30,pokemon-japanese-phantom-gate,1.99,N/A,N/A,06/07/2024
Yanmega #4,pokemon-japanese-phantom-gate,1.44,N/A,N/A,06/07/2024
Litwick [1st Edition] #40,pokemon-japanese-phantom-gate,1.18,N/A,N/A,06/07/2024
Chandelure #42,pokemon-japanese-phantom-gate,2.33,N/A,N/A,06/07/2024
Pumpkaboo [1st Edition] #43,pokemon-japanese-phantom-gate,1.74,N/A,N/A,06/07/2024
Gourgeist #44,pokemon-japanese-phantom-gate,1.46,N/A,N/A,06/07/2024
Gligar #45,pokemon-japanese-phantom-gate,1.33,N/A,N/A,06/07/2024
Mightyena #53,pokemon-japanese-phantom-gate,1.26,N/A,N/A,06/07/2024
Heatran #58,pokemon-japanese-phantom-gate,1.79,N/A,N/A,06/07/2024
Escavalier [1st Edition] #59,pokemon-japanese-phantom-gate,1.49,N/A,N/A,06/07/2024
Florges EX #60,pokemon-japanese-phantom-gate,1.90,N/A,49.32,06/07/2024
Slurpuff #62,pokemon-japanese-phantom-gate,1.40,N/A,N/A,06/07/2024
Fearow [1st Edition] #67,pokemon-japanese-phantom-gate,1.49,N/A,N/A,06/07/2024
Chansey [1st Edition] #68,pokemon-japanese-phantom-gate,1.87,N/A,N/A,06/07/2024
Blissey #69,pokemon-japanese-phantom-gate,1.26,N/A,N/A,06/07/2024
Robo Substitute [1st Edition] #80,pokemon-japanese-phantom-gate,1.99,N/A,N/A,06/07/2024
Mystery Energy [1st Edition] #88,pokemon-japanese-phantom-gate,1.27,N/A,N/A,06/07/2024
Malamar EX #91,pokemon-japanese-phantom-gate,13.31,16.50,70.00,06/07/2024
Malamar EX [1st Edition] #91,pokemon-japanese-phantom-gate,20.88,N/A,72.83,06/07/2024
Venonat #1,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Venonat [1st Edition] #1,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Talonflame #10,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Talonflame [1st Edition] #10,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Litleo #11,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Litleo [1st Edition] #11,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Krabby #13,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Krabby [1st Edition] #13,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Kingler [1st Edition] #14,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Totodile [1st Edition] #15,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Feraligatr [1st Edition] #17,pokemon-japanese-phantom-gate,N/A,N/A,56.07,06/07/2024
Finneon #18,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Lumineon #19,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Lumineon [1st Edition] #19,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Venomoth #2,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Frillish #20,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Frillish [1st Edition] #20,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Jellicent #21,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Jellicent [1st Edition] #21,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Alomomola #22,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Alomomola [1st Edition] #22,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Pachirisu #25,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Pachirisu [1st Edition] #25,pokemon-japanese-phantom-gate,N/A,N/A,19.99,06/07/2024
Joltik #26,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Galvantula #27,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Galvantula [1st Edition] #27,pokemon-japanese-phantom-gate,0.50,N/A,N/A,06/07/2024
Helioptile #28,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Yanma #3,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Yanma [1st Edition] #3,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Zubat #30,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Golbat #31,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Crobat #32,pokemon-japanese-phantom-gate,N/A,N/A,42.50,06/07/2024
Crobat [1st Edition] #32,pokemon-japanese-phantom-gate,N/A,N/A,35.00,06/07/2024
Wobbuffet #35,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Wobbuffet [1st Edition] #35,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Gulpin #36,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Gulpin [1st Edition] #36,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Swalot #37,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Munna #38,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Munna [1st Edition] #38,pokemon-japanese-phantom-gate,0.50,N/A,N/A,06/07/2024
Musharna #39,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Musharna [1st Edition] #39,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Yanmega [1st Edition] #4,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Litwick #40,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Lampent #41,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Lampent [1st Edition] #41,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Pumpkaboo #43,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Gligar [1st Edition] #45,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Gliscor #46,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Gliscor [1st Edition] #46,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Roggenrola #47,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Roggenrola [1st Edition] #47,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Boldore #48,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Sewaddle #5,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Sewaddle [1st Edition] #5,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Murkrow #50,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Murkrow [1st Edition] #50,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Honchkrow #51,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Poochyena #52,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Poochyena [1st Edition] #52,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Mightyena [1st Edition] #53,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Spiritomb #54,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Purrloin #55,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Purrloin [1st Edition] #55,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Liepard #56,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Liepard [1st Edition] #56,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Heatran [1st Edition] #58,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Escavalier #59,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Swadloon #6,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Swadloon [1st Edition] #6,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Swirlix #61,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Swirlix [1st Edition] #61,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Slurpuff [1st Edition] #62,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Deino #63,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Zweilous #64,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Zweilous [1st Edition] #64,pokemon-japanese-phantom-gate,0.50,N/A,N/A,06/07/2024
Hydreigon [1st Edition] #65,pokemon-japanese-phantom-gate,N/A,N/A,29.74,06/07/2024
Spearow #66,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Spearow [1st Edition] #66,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Chansey #68,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Blissey [1st Edition] #69,pokemon-japanese-phantom-gate,0.99,N/A,N/A,06/07/2024
Leavanny #7,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Leavanny [1st Edition] #7,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Girafarig #70,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Girafarig [1st Edition] #70,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Whismur #71,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Whismur [1st Edition] #71,pokemon-japanese-phantom-gate,0.50,N/A,N/A,06/07/2024
Loudred #72,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Loudred [1st Edition] #72,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Exploud #73,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Exploud [1st Edition] #73,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Bunnelby #75,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Diggersby #76,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Diggersby [1st Edition] #76,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Fletchling #77,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Target Whistle #78,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Target Whistle [1st Edition] #78,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
Battle Compressor #79,pokemon-japanese-phantom-gate,N/A,N/A,N/A,06/07/2024
